executionOrder,submissionId,type,relativeExecutionTime,Depth,statement
3,1486,GROUP BY,0.5,1,GROUP BY s.NetId
2,1486,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1487,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1487,FROM,0.5,1,FROM Courses c
6,1487,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1487,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND EXISTS<subquery_1>
"
5,1487,SELECT,0.5,1,SELECT COUNTNetID > <subquery_0>
1,1487,FROM,0.5,1,FROM Students s
2,1487,WHERE,0.5,1,WHERE s.Department != 'CS'
5,1487,SELECT,0.5,1,SELECT CountNetID
1,1487,FROM,0.5,1,FROM Students s
3,1487,GROUP BY,0.5,1,GROUP BY s.NetId
2,1487,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1488,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1488,FROM,0.5,1,FROM Courses c
6,1488,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1488,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND EXISTS<subquery_1>
"
5,1488,SELECT,0.5,1,SELECT COUNTNetID > <subquery_0>
1,1488,FROM,0.5,1,FROM Students s
2,1488,WHERE,0.5,1,WHERE s.Department != 'CS'
5,1488,SELECT,0.5,1,SELECT CountNetID
1,1488,FROM,0.5,1,FROM Students s
3,1488,GROUP BY,0.5,1,GROUP BY s.NetId
2,1488,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1489,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1489,FROM,0.5,1,FROM Courses c
6,1489,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1489,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN
  SELECT e.CRN
  FROM Students
  NATURAL JOIN Enrollments e
  AND EXISTS<subquery_1>
"
5,1489,SELECT,0.5,1,SELECT COUNTNetID >= ALL<subquery_0>
1,1489,FROM,0.5,1,FROM Students s
2,1489,WHERE,0.5,1,WHERE s.Department != 'CS'
5,1489,SELECT,0.5,1,SELECT CountNetID
1,1489,FROM,0.5,1,FROM Students s
3,1489,GROUP BY,0.5,1,GROUP BY s.NetId
2,1489,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1490,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1490,FROM,0.5,1,FROM Courses c
6,1490,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1490,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN
  SELECT e.CRN
  FROM Students
  NATURAL JOIN Enrollments e
  AND EXISTS<subquery_1>
"
5,1490,SELECT,0.5,1,SELECT COUNTNetID >= ALL<subquery_0>
1,1490,FROM,0.5,1,FROM Students s
2,1490,WHERE,0.5,1,WHERE s.Department NOT LIKE '%CS%'
5,1490,SELECT,0.5,1,SELECT CountNetID
1,1490,FROM,0.5,1,FROM Students s
3,1490,GROUP BY,0.5,1,GROUP BY s.NetId
2,1490,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1491,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1491,FROM,0.5,1,FROM Courses c
6,1491,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1491,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN
  SELECT e.CRN
  FROM Students
  NATURAL JOIN Enrollments e
  AND EXISTS<subquery_1>
"
5,1491,SELECT,0.5,1,SELECT COUNTNetID >= ALL<subquery_0>
1,1491,FROM,0.5,1,FROM Students s
2,1491,WHERE,0.5,1,WHERE s.Department = 'CS'
5,1491,SELECT,0.5,1,SELECT CountNetID
1,1491,FROM,0.5,1,FROM Students s
3,1491,GROUP BY,0.5,1,GROUP BY s.NetId
2,1491,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1492,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1492,FROM,0.5,1,FROM Courses c
6,1492,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title #>= ALL<subquery_3>"
2,1492,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_2>
"
5,1492,SELECT,0.5,1,SELECT e.CRN
1,1492,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
5,1492,SELECT,0.5,1,SELECT COUNTNetId
1,1492,FROM,0.5,1,FROM Students s
3,1492,GROUP BY,0.5,1,GROUP BY s.NetId
4,1492,HAVING,0.5,1,HAVING COUNTNetId>= ALL<subquery_1>
2,1492,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1492,SELECT,0.5,1,SELECT CountNetID
1,1492,FROM,0.5,1,FROM Students s
3,1492,GROUP BY,0.5,1,GROUP BY s.NetId
2,1492,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1492,SELECT,0.5,1,SELECT CountNetID
1,1492,FROM,0.5,1,FROM Students s
3,1492,GROUP BY,0.5,1,GROUP BY s.NetId
2,1492,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1493,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1493,FROM,0.5,1,FROM Courses c
6,1493,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title #>= ALL<subquery_3>"
2,1493,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_2>
"
5,1493,SELECT,0.5,1,SELECT e.CRN
1,1493,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
5,1493,SELECT,0.5,1,SELECT COUNTNetId
1,1493,FROM,0.5,1,FROM Students s
3,1493,GROUP BY,0.5,1,GROUP BY s.NetId
4,1493,HAVING,0.5,1,HAVING COUNTNetId>= ALL<subquery_1>
2,1493,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1493,SELECT,0.5,1,SELECT CountNetId
1,1493,FROM,0.5,1,FROM Students s
3,1493,GROUP BY,0.5,1,GROUP BY s.NetId
2,1493,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1493,SELECT,0.5,1,SELECT CountNetID
1,1493,FROM,0.5,1,FROM Students s
3,1493,GROUP BY,0.5,1,GROUP BY s.NetId
2,1493,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1494,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1494,FROM,0.5,1,FROM Courses c
6,1494,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title #>= ALL<subquery_3>"
2,1494,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_2>
"
5,1494,SELECT,0.5,1,SELECT e.CRN
1,1494,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
5,1494,SELECT,0.5,1,SELECT COUNTNetId
1,1494,FROM,0.5,1,FROM Students s
3,1494,GROUP BY,0.5,1,GROUP BY s.NetId
4,1494,HAVING,0.5,1,HAVING COUNTNetId >= ALL<subquery_1>
2,1494,WHERE,0.5,1,"WHERE s.Department != 'CS'
"
5,1494,SELECT,0.5,1,SELECT CountNetId
1,1494,FROM,0.5,1,FROM Students s
3,1494,GROUP BY,0.5,1,GROUP BY s.NetId
2,1494,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1494,SELECT,0.5,1,SELECT CountNetID
1,1494,FROM,0.5,1,FROM Students s
3,1494,GROUP BY,0.5,1,GROUP BY s.NetId
2,1494,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1495,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1495,FROM,0.5,1,FROM Courses c
6,1495,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title #>= ALL<subquery_3>"
2,1495,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_2>
"
5,1495,SELECT,0.5,1,SELECT e.CRN
1,1495,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
5,1495,SELECT,0.5,1,SELECT COUNTNetId
1,1495,FROM,0.5,1,FROM Students s
3,1495,GROUP BY,0.5,1,GROUP BY FirstName
4,1495,HAVING,0.5,1,HAVING COUNTNetId >= ALL<subquery_1>
2,1495,WHERE,0.5,1,"WHERE s.Department != 'CS'
"
5,1495,SELECT,0.5,1,SELECT CountNetId
1,1495,FROM,0.5,1,FROM Students s
3,1495,GROUP BY,0.5,1,GROUP BY FirstName
2,1495,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1495,SELECT,0.5,1,SELECT CountNetID
1,1495,FROM,0.5,1,FROM Students s
3,1495,GROUP BY,0.5,1,GROUP BY s.NetId
2,1495,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1496,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1496,FROM,0.5,1,FROM Courses c
6,1496,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title #>= ALL<subquery_3>"
2,1496,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_2>
"
5,1496,SELECT,0.5,1,SELECT e.CRN
1,1496,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
5,1496,SELECT,0.5,1,SELECT COUNTNetId
1,1496,FROM,0.5,1,FROM Students s
3,1496,GROUP BY,0.5,1,GROUP BY s.Department
4,1496,HAVING,0.5,1,HAVING COUNTNetId >= ALL<subquery_1>
2,1496,WHERE,0.5,1,"WHERE s.Department != 'CS'
"
5,1496,SELECT,0.5,1,SELECT CountNetId
1,1496,FROM,0.5,1,FROM Students s
3,1496,GROUP BY,0.5,1,GROUP BY s.Department
2,1496,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1496,SELECT,0.5,1,SELECT CountNetID
1,1496,FROM,0.5,1,FROM Students s
3,1496,GROUP BY,0.5,1,GROUP BY s.NetId
2,1496,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1497,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1497,FROM,0.5,1,FROM Courses c
6,1497,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title #>= ALL<subquery_3>"
2,1497,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_2>
"
5,1497,SELECT,0.5,1,SELECT e.CRN
1,1497,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
5,1497,SELECT,0.5,1,SELECT COUNTNetId
1,1497,FROM,0.5,1,FROM Students sNATURAL JOIN Courses
3,1497,GROUP BY,0.5,1,GROUP BY s.Department
4,1497,HAVING,0.5,1,HAVING COUNTNetId >= ALL<subquery_1>
2,1497,WHERE,0.5,1,"WHERE s.Department != 'CS'
"
5,1497,SELECT,0.5,1,SELECT CountNetId
1,1497,FROM,0.5,1,FROM Students sNATURAL JOIN Courses
3,1497,GROUP BY,0.5,1,GROUP BY s.Department
2,1497,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1497,SELECT,0.5,1,SELECT CountNetID
1,1497,FROM,0.5,1,FROM Students s
3,1497,GROUP BY,0.5,1,GROUP BY s.NetId
2,1497,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1498,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1498,FROM,0.5,1,FROM Courses c
6,1498,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title #>= ALL<subquery_3>"
2,1498,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_2>
"
5,1498,SELECT,0.5,1,SELECT e.CRN
1,1498,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
5,1498,SELECT,0.5,1,SELECT COUNTNetId
1,1498,FROM,0.5,1,FROM Students s
3,1498,GROUP BY,0.5,1,GROUP BY s.Department
4,1498,HAVING,0.5,1,HAVING COUNTNetId > ALL<subquery_1>
2,1498,WHERE,0.5,1,"WHERE s.Department != 'CS'
"
5,1498,SELECT,0.5,1,SELECT CountNetId
1,1498,FROM,0.5,1,FROM Students s
3,1498,GROUP BY,0.5,1,GROUP BY s.Department
2,1498,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1498,SELECT,0.5,1,SELECT CountNetID
1,1498,FROM,0.5,1,FROM Students s
3,1498,GROUP BY,0.5,1,GROUP BY s.NetId
2,1498,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1499,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1499,FROM,0.5,1,FROM Courses c
6,1499,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title #>= ALL<subquery_3>"
2,1499,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_2>
"
5,1499,SELECT,0.5,1,SELECT e.CRN
1,1499,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
5,1499,SELECT,0.5,1,SELECT COUNTNetId
1,1499,FROM,0.5,1,FROM Students s
3,1499,GROUP BY,0.5,1,GROUP BY s.Department
4,1499,HAVING,0.5,1,HAVING COUNTNetId >= ALL<subquery_1>
2,1499,WHERE,0.5,1,"WHERE s.Department != 'CS'
"
5,1499,SELECT,0.5,1,SELECT CountNetId
1,1499,FROM,0.5,1,FROM Students s
3,1499,GROUP BY,0.5,1,GROUP BY s.Department
2,1499,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1499,SELECT,0.5,1,SELECT CountNetID
1,1499,FROM,0.5,1,FROM Students s
3,1499,GROUP BY,0.5,1,GROUP BY s.NetId
2,1499,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1500,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1500,FROM,0.5,1,FROM Courses c
6,1500,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title #>= ALL<subquery_3>"
2,1500,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_2>
"
5,1500,SELECT,0.5,1,SELECT e.CRN
1,1500,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments e
5,1500,SELECT,0.5,1,SELECT COUNTNetId
1,1500,FROM,0.5,1,FROM Students s
3,1500,GROUP BY,0.5,1,GROUP BY s.Department
4,1500,HAVING,0.5,1,HAVING COUNTNetId >= ALL<subquery_1>
2,1500,WHERE,0.5,1,"WHERE s.Department != 'CS'
"
5,1500,SELECT,0.5,1,SELECT CountNetId
1,1500,FROM,0.5,1,FROM Students s
3,1500,GROUP BY,0.5,1,GROUP BY s.Department
2,1500,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1500,SELECT,0.5,1,SELECT CountNetID
1,1500,FROM,0.5,1,FROM Students s
3,1500,GROUP BY,0.5,1,GROUP BY s.NetId
2,1500,WHERE,0.5,1,"WHERE s.Department = 'CS'
"
5,1501,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1501,FROM,0.5,1,FROM Courses c
6,1501,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1501,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_1>
"
5,1501,SELECT,0.5,1,SELECT e.CRN
1,1501,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c1 ON e.CRN = c1.CRN
5,1501,SELECT,0.5,1,"SELECT COUNTcase WHEN s.Department != 'CS' THEN 1 END,
                                                  COUNTcase WHEN s.Department = 'CS' THEN 1 END"
1,1501,FROM,0.5,1,FROM Students s
3,1501,GROUP BY,0.5,1,GROUP BY s.NetID
4,1501,HAVING,0.5,1,HAVING COUNTcase WHEN s.Department != 'CS' THEN 1 END > COUNTcase WHEN s.Department = 'CS' THEN 1 END
5,1502,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1502,FROM,0.5,1,FROM Courses c
6,1502,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1502,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_1>
"
5,1502,SELECT,0.5,1,SELECT e.CRN
1,1502,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c1 ON e.CRN = c1.CRN
5,1502,SELECT,0.5,1,"SELECT COUNTcase WHEN s.Department != 'CS' THEN 1 END,
                                                  COUNTcase WHEN s.Department = 'CS' THEN 1 END"
1,1502,FROM,0.5,1,FROM Students s
3,1502,GROUP BY,0.5,1,GROUP BY s.NetID
4,1502,HAVING,0.5,1,HAVING COUNTcase WHEN s.Department != 'CS' THEN 1 END > COUNTcase WHEN s.Department = 'CS' THEN 1 END
5,1503,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1503,FROM,0.5,1,FROM Courses c
6,1503,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1503,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_1>
"
5,1503,SELECT,0.5,1,SELECT e.CRN
1,1503,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c1 ON e.CRN = c1.CRN
5,1503,SELECT,0.5,1,"SELECT COUNTcase WHEN s.Department != 'CS' THEN 1 END,
                                                  COUNTcase WHEN s.Department = 'CS' THEN 1 END"
1,1503,FROM,0.5,1,FROM Students s
3,1503,GROUP BY,0.5,1,GROUP BY s.NetID
4,1503,HAVING,0.5,1,HAVING COUNTcase WHEN s.Department != 'CS' THEN 1 END > COUNTcase WHEN s.Department = 'CS' THEN 1 END
5,1504,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1504,FROM,0.5,1,FROM Courses c
6,1504,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1504,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_1>
"
5,1504,SELECT,0.5,1,SELECT e.CRN
1,1504,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c1 ON e.CRN = c1.CRN
5,1504,SELECT,0.5,1,"SELECT COUNTcase WHEN s.Department != 'CS' THEN 1 END,
                                                  COUNTcase WHEN s.Department = 'CS' THEN 1 END"
1,1504,FROM,0.5,1,FROM Students s
3,1504,GROUP BY,0.5,1,GROUP BY s.NetID
4,1504,HAVING,0.5,1,HAVING COUNTcase WHEN s.Department != 'CS' THEN 1 END > COUNTcase WHEN s.Department = 'CS' THEN 1 END
5,1505,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1505,FROM,0.5,1,FROM Courses c
6,1505,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1505,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_1>
"
5,1505,SELECT,0.5,1,SELECT e.CRN
1,1505,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c1 ON e.CRN = c1.CRN
5,1505,SELECT,0.5,1,"SELECT COUNTcase WHEN s.Department != 'CS' THEN 1 END,
                                                  COUNTcase WHEN s.Department = 'CS' THEN 1 END"
1,1505,FROM,0.5,1,FROM Students s
3,1505,GROUP BY,0.5,1,GROUP BY s.NetID
4,1505,HAVING,0.5,1,HAVING COUNTcase WHEN s.Department != 'CS' THEN 1 END > COUNTcase WHEN s.Department = 'CS' THEN 1 END
5,1506,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1506,FROM,0.5,1,FROM Courses c
6,1506,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1506,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_1>
"
5,1506,SELECT,0.5,1,SELECT e.CRN
1,1506,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c1 ON e.CRN = c1.CRN
5,1506,SELECT,0.5,1,"SELECT COUNTcase WHEN s.Department != 'CS' THEN 1 END,
                                                  COUNTcase WHEN s.Department = 'CS' THEN 1 END"
1,1506,FROM,0.5,1,FROM Students s
3,1506,GROUP BY,0.5,1,GROUP BY s.NetID
4,1506,HAVING,0.5,1,HAVING COUNTcase WHEN s.Department != 'CS' THEN 1 END > COUNTcase WHEN s.Department = 'CS' THEN 1 END
5,1507,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1507,FROM,0.5,1,FROM Courses c
6,1507,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1507,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_1>
"
5,1507,SELECT,0.5,1,SELECT e.CRN
1,1507,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c1 ON e.CRN = c1.CRN
5,1507,SELECT,0.5,1,"SELECT COUNTcase WHEN s.Department != 'CS' THEN 1 END,
                                                  COUNTcase WHEN s.Department = 'CS' THEN 1 END"
1,1507,FROM,0.5,1,FROM Students s
3,1507,GROUP BY,0.5,1,GROUP BY s.NetID
4,1507,HAVING,0.5,1,HAVING COUNTcase WHEN s.Department != 'CS' THEN 1 END > COUNTcase WHEN s.Department = 'CS' THEN 1 END
5,1508,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1508,FROM,0.5,1,FROM Courses c
6,1508,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1508,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_0>
  AND EXISTS<subquery_1>
"
5,1508,SELECT,0.5,1,SELECT e.CRN
1,1508,FROM,0.5,1,FROM StudentsNATURAL JOIN Enrollments eJOIN Courses c1 ON e.CRN = c1.CRN
5,1508,SELECT,0.5,1,"SELECT COUNTcase WHEN s.Department != 'CS' THEN 1 END,
                                                  COUNTcase WHEN s.Department = 'CS' THEN 1 END"
1,1508,FROM,0.5,1,FROM Students s
3,1508,GROUP BY,0.5,1,GROUP BY s.NetID
4,1508,HAVING,0.5,1,HAVING COUNTcase WHEN s.Department != 'CS' THEN 1 END > COUNTcase WHEN s.Department = 'CS' THEN 1 END
5,1509,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1509,FROM,0.5,1,FROM Courses c
6,1509,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1509,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN(
  SELECT e.CRN
  FROM Students s
  LEFT OUTER JOIN Enrollments e ON s.NetId=e.NetId WHERE <subquery_0> > <subquery_1>
"
5,1509,SELECT,0.5,1,SELECT COUNTNetId
1,1509,FROM,0.5,1,FROM Students
3,1509,GROUP BY,0.5,1,GROUP BY FirstName
2,1509,WHERE,0.5,1,"WHERE Department != 'CS'
"
5,1509,SELECT,0.5,1,SELECT COUNTNetId
1,1509,FROM,0.5,1,FROM Students
3,1509,GROUP BY,0.5,1,GROUP BY FirstName
2,1509,WHERE,0.5,1,"WHERE Department = 'CS'
"
5,1510,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1510,FROM,0.5,1,FROM Courses c
6,1510,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1510,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND c.CRN IN<subquery_2>
"
5,1510,SELECT,0.5,1,SELECT e.CRN
1,1510,FROM,0.5,1,FROM Students sLEFT OUTER JOIN Enrollments e ON s.NetId=e.NetId
2,1510,WHERE,0.5,1,WHERE <subquery_0> > <subquery_1>
5,1510,SELECT,0.5,1,SELECT COUNTNetId
1,1510,FROM,0.5,1,FROM Students
3,1510,GROUP BY,0.5,1,GROUP BY FirstName
2,1510,WHERE,0.5,1,"WHERE Department != 'CS'
"
5,1510,SELECT,0.5,1,SELECT COUNTNetId
1,1510,FROM,0.5,1,FROM Students
3,1510,GROUP BY,0.5,1,GROUP BY FirstName
2,1510,WHERE,0.5,1,"WHERE Department = 'CS'
"
5,1511,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1511,FROM,0.5,1,FROM Students sNATURAL JOIN Enrollments eJOIN Courses c ON e.CRN = c.CRN
6,1511,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1511,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND <subquery_0> > <subquery_1>)
"
5,1511,SELECT,0.5,1,SELECT COUNTNetId
1,1511,FROM,0.5,1,FROM Students
3,1511,GROUP BY,0.5,1,GROUP BY FirstName
2,1511,WHERE,0.5,1,"WHERE Department != 'CS'
"
5,1511,SELECT,0.5,1,SELECT COUNTNetId
1,1511,FROM,0.5,1,FROM Students
3,1511,GROUP BY,0.5,1,GROUP BY FirstName
2,1511,WHERE,0.5,1,"WHERE Department = 'CS'
"
5,1512,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1512,FROM,0.5,1,FROM Students sNATURAL JOIN Enrollments eJOIN Courses c ON e.CRN = c.CRN
6,1512,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1512,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND <subquery_0> > <subquery_1>)
"
5,1512,SELECT,0.5,1,SELECT COUNTNetId
1,1512,FROM,0.5,1,FROM Students
3,1512,GROUP BY,0.5,1,GROUP BY FirstName
2,1512,WHERE,0.5,1,"WHERE Department != 'CS'
"
5,1512,SELECT,0.5,1,SELECT COUNTNetId
1,1512,FROM,0.5,1,FROM Students
3,1512,GROUP BY,0.5,1,GROUP BY FirstName
2,1512,WHERE,0.5,1,"WHERE Department = 'CS'
"
5,1513,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1513,FROM,0.5,1,FROM Students sNATURAL JOIN Enrollments eJOIN Courses c ON e.CRN = c.CRN
6,1513,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1513,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND <subquery_0> > <subquery_1>
"
5,1513,SELECT,0.5,1,SELECT COUNTNetId
1,1513,FROM,0.5,1,FROM Students
3,1513,GROUP BY,0.5,1,GROUP BY FirstName
2,1513,WHERE,0.5,1,"WHERE Department != 'CS'
"
5,1513,SELECT,0.5,1,SELECT COUNTNetId
1,1513,FROM,0.5,1,FROM Students
3,1513,GROUP BY,0.5,1,GROUP BY FirstName
2,1513,WHERE,0.5,1,"WHERE Department = 'CS'
"
5,1514,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1514,FROM,0.5,1,FROM Students sNATURAL JOIN Enrollments eJOIN Courses c ON e.CRN = c.CRN
6,1514,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1514,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND e.NetId IN<subquery_0> > <subquery_1>)
"
5,1514,SELECT,0.5,1,SELECT COUNTNetId
1,1514,FROM,0.5,1,FROM Students
3,1514,GROUP BY,0.5,1,GROUP BY FirstName
2,1514,WHERE,0.5,1,"WHERE Department != 'CS'
"
5,1514,SELECT,0.5,1,SELECT COUNTNetId
1,1514,FROM,0.5,1,FROM Students
3,1514,GROUP BY,0.5,1,GROUP BY FirstName
2,1514,WHERE,0.5,1,"WHERE Department = 'CS'
"
5,1515,SELECT,0.5,1,"SELECT Title,
       Instructor"
1,1515,FROM,0.5,1,FROM Students sNATURAL JOIN Enrollments eJOIN Courses c ON e.CRN = c.CRN
6,1515,ORDER BY,0.5,1,"ORDER BY Instructor,
         Title"
2,1515,WHERE,0.5,1,"WHERE c.Department = 'CS'
  AND e.NetId IN<subquery_0> > <subquery_1>)
"
5,1515,SELECT,0.5,1,SELECT COUNTNetId
1,1515,FROM,0.5,1,FROM Students
3,1515,GROUP BY,0.5,1,GROUP BY FirstName
2,1515,WHERE,0.5,1,"WHERE Department != 'CS'
"
5,1515,SELECT,0.5,1,SELECT COUNTNetId
